User,Link,Carlos,Dayana
theGeekyBird,https://twitter.com/theGeekyBird,Ninguno,Ninguno
AsselandraC,https://twitter.com/AsselandraC,Ninguno,Ninguno
edgaralberto11,https://twitter.com/edgaralberto11,Oposición,Oposición
jessygt79,https://twitter.com/jessygt79,Ninguno,Ninguno
vanegomezquiroz,https://twitter.com/vanegomezquiroz,Oposición,Oposición
jlceggermont,https://twitter.com/jlceggermont,Ninguno,Ninguno
Valbuenafran,https://twitter.com/Valbuenafran,Oposición,Oposición
CristiBaralt,https://twitter.com/CristiBaralt,Oposición,Oposición
ecgimenezm,https://twitter.com/ecgimenezm,Oposición,Oposición
CBlancoT,https://twitter.com/CBlancoT,Oposición,Oposición
AEMartinez_M,https://twitter.com/AEMartinez_M,Oposición,Oposición
lidacostamarval,https://twitter.com/lidacostamarval,Oposición,Oposición
raydaturner,https://twitter.com/raydaturner,Ninguno,Ninguno
RafitaSimon,https://twitter.com/RafitaSimon,Ninguno,Ninguno
talentosalud,https://twitter.com/talentosalud,Ninguno,Ninguno
braulio_virguez,https://twitter.com/braulio_virguez,Oposición,Oposición
_AmaliaC_,https://twitter.com/_AmaliaC_,Oposición,Oposición
rocy1701,https://twitter.com/rocy1701,Oposición,Oposición
marialilb,https://twitter.com/marialilb,Ninguno,Ninguno
Milamakeup17,https://twitter.com/Milamakeup17,Ninguno,Ninguno
goldtwittee,https://twitter.com/goldtwittee,Ninguno,Ninguno
angelicamaytin,https://twitter.com/angelicamaytin,Ninguno,Ninguno
mserranocaa,https://twitter.com/mserranocaa,Oposición,Oposición
barbarosky,https://twitter.com/barbarosky,Oposición,Oposición
ymeira,https://twitter.com/ymeira,Oposición,Oposición
Bladimiruiz,https://twitter.com/Bladimiruiz,Oposición,Oposición
libre994,https://twitter.com/libre994,Oposición,Oposición
HUMMELC81,https://twitter.com/HUMMELC81,Oposición,Oposición
CAP_13,https://twitter.com/CAP_13,Oposición,Oposición
camskypegay,https://twitter.com/camskypegay,Ninguno,Ninguno
julio1870,https://twitter.com/julio1870,Oposición,Oposición
Nancy30751540,https://twitter.com/Nancy30751540,Ninguno,Ninguno
JPlauto,https://twitter.com/JPlauto,Ninguno,Ninguno
MarcelaBichara,https://twitter.com/MarcelaBichara,Oposición,Oposición
LeopoldoPatino,https://twitter.com/LeopoldoPatino,Chavista,Chavista
ChrissASecas,https://twitter.com/ChrissASecas,Oposición,Oposición
Ivanhoesanchez7,https://twitter.com/Ivanhoesanchez7,Ninguno,Ninguno
JadedPolitics,https://twitter.com/JadedPolitics,Ninguno,Ninguno
wainerhoelzle,https://twitter.com/wainerhoelzle,Ninguno,Ninguno
feelgreatpj,https://twitter.com/feelgreatpj,Ninguno,Ninguno
llopocofla,https://twitter.com/llopocofla,Oposición,Oposición
maggiesegredo,https://twitter.com/maggiesegredo,Oposición,Oposición
MiguelEslava20,https://twitter.com/MiguelEslava20,Oposición,Oposición
canchica_paz,https://twitter.com/canchica_paz,Oposición,Oposición
GCMarisela,https://twitter.com/GCMarisela,Oposición,Oposición
ITEngineering,https://twitter.com/ITEngineering,Ninguno,Ninguno
annalara2011,https://twitter.com/annalara2011,Oposición,Oposición
EBGC,https://twitter.com/EBGC,Oposición,Oposición
BetzaSilvio,https://twitter.com/BetzaSilvio,Oposición,Oposición
PerezSagra,https://twitter.com/PerezSagra,Oposición,Oposición
macrimerino,https://twitter.com/macrimerino,Oposición,Oposición
Mary_LopezD,https://twitter.com/Mary_LopezD,Oposición,Oposición
ELBRUJOODDE,https://twitter.com/ELBRUJOODDE,Oposición,Oposición
KettyCardenas,https://twitter.com/KettyCardenas,Oposición,Oposición
idamiss,https://twitter.com/idamiss,Oposición,Oposición
Susanna_Susysu_,https://twitter.com/Susanna_Susysu_,Oposición,Oposición
Hades550,https://twitter.com/Hades550,Oposición,Oposición
DrEstella,https://twitter.com/DrEstella,Ninguno,Ninguno
J_H_F_R_76,https://twitter.com/J_H_F_R_76,Oposición,Oposición
mesther_moline,https://twitter.com/mesther_moline,Oposición,Oposición
Valgonurb,https://twitter.com/Valgonurb,Oposición,Oposición
Lorenzojbp,https://twitter.com/Lorenzojbp,Oposición,Oposición
EditzTorrealba,https://twitter.com/EditzTorrealba,Ninguno,Ninguno
Sinmordaza,https://twitter.com/Sinmordaza,Oposición,Oposición
MJMakeupStyle,https://twitter.com/MJMakeupStyle,Oposición,Oposición
PaoArrieta16,https://twitter.com/PaoArrieta16,Oposición,Oposición
RebecaPazP,https://twitter.com/RebecaPazP,Oposición,Oposición
alessandriel,https://twitter.com/alessandriel,Ninguno,Ninguno
many251271,https://twitter.com/many251271,Ninguno,Ninguno
JeizzyG,https://twitter.com/JeizzyG,Oposición,Oposición
godoy_sca,https://twitter.com/godoy_sca,Ninguno,Ninguno
chileeduca,https://twitter.com/chileeduca,Ninguno,Ninguno
ElGeorgeHarris,https://twitter.com/ElGeorgeHarris,Ninguno,Ninguno
radiocrista,https://twitter.com/radiocrista,Ninguno,Ninguno
dhartEsq,https://twitter.com/dhartEsq,Ninguno,Ninguno
NpMarisol,https://twitter.com/NpMarisol,Oposición,Oposición
Joaco_045,https://twitter.com/Joaco_045,Oposición,Oposición
Dianapmgx,https://twitter.com/Dianapmgx,Ninguno,Ninguno
JuanSalazarJDSP,https://twitter.com/JuanSalazarJDSP,Oposición,Oposición
JhonFutboleiro,https://twitter.com/JhonFutboleiro,Oposición,Oposición
Arelysbe,https://twitter.com/Arelysbe,Oposición,Oposición
leonifer,https://twitter.com/leonifer,Oposición,Oposición
Davidisidente,https://twitter.com/Davidisidente,Oposición,Oposición
planeta_42802,https://twitter.com/planeta_42802,Oposición,Oposición
maferguimo,https://twitter.com/maferguimo,Ninguno,Ninguno
Ninorl,https://twitter.com/Ninorl,Ninguno,Ninguno
ajramirez22,https://twitter.com/ajramirez22,Oposición,Oposición
LiliamAcostaG,https://twitter.com/LiliamAcostaG,Oposición,Oposición
FueraRegimen,https://twitter.com/FueraRegimen,Oposición,Oposición
sanmail0,https://twitter.com/sanmail0,Oposición,Oposición
anlesc,https://twitter.com/anlesc,Ninguno,Ninguno
michaelbeck,https://twitter.com/michaelbeck,Ninguno,Ninguno
alejapola,https://twitter.com/alejapola,Oposición,Oposición
anluzmor,https://twitter.com/anluzmor,Oposición,Oposición
xvzla2009,https://twitter.com/xvzla2009,Oposición,Oposición
pjriego,https://twitter.com/pjriego,Oposición,Oposición
ElGuacharo,https://twitter.com/ElGuacharo,Oposición,Oposición
aguigerardo,https://twitter.com/aguigerardo,Oposición,Oposición
claudianvs,https://twitter.com/claudianvs,Oposición,Oposición
DoctorMiami66,https://twitter.com/DoctorMiami66,Oposición,Oposición
MiilyMj,https://twitter.com/MiilyMj,Oposición,Oposición
fito_salazar,https://twitter.com/fito_salazar,Oposición,Oposición
norexiteran74,https://twitter.com/norexiteran74,Oposición,Oposición
adrianitapr,https://twitter.com/adrianitapr,Oposición,Oposición
laurys54,https://twitter.com/laurys54,Oposición,Oposición
odalismarquina,https://twitter.com/odalismarquina,Oposición,Oposición
AbrilSchreiber,https://twitter.com/AbrilSchreiber,Oposición,Oposición
nonatibyP1,https://twitter.com/nonatibyP1,Oposición,Oposición
luisdcao,https://twitter.com/luisdcao,Ninguno,Ninguno
MirianGarca,https://twitter.com/MirianGarca,Oposición,Oposición
albertoj05,https://twitter.com/albertoj05,Oposición,Oposición
hcapriles,https://twitter.com/hcapriles,Oposición,Oposición
MariaCorinaYA,https://twitter.com/MariaCorinaYA,Oposición,Oposición
ChuoTorrealba,https://twitter.com/ChuoTorrealba,Oposición,Oposición
JulioBorges,https://twitter.com/JulioBorges,Oposición,Oposición
liliantintori,https://twitter.com/liliantintori,Oposición,Oposición
FreddyGuevaraC,https://twitter.com/FreddyGuevaraC,Oposición,Oposición
ismaelprogreso,https://twitter.com/ismaelprogreso,Oposición,Oposición
joseolivaresm,https://twitter.com/joseolivaresm,Oposición,Oposición
hramosallup,https://twitter.com/hramosallup,Oposición,Oposición
stalin_gonzalez,https://twitter.com/stalin_gonzalez,Oposición,Oposición
RichardBlancoOf,https://twitter.com/RichardBlancoOf,Oposición,Oposición
JoseAGuerra,https://twitter.com/JoseAGuerra,Oposición,Oposición
delsasolorzano,https://twitter.com/delsasolorzano,Oposición,Oposición
Dinorahfiguera,https://twitter.com/Dinorahfiguera,Oposición,Oposición
CEBerrizbeitia,https://twitter.com/CEBerrizbeitia,Oposición,Oposición
williamsdavila,https://twitter.com/williamsdavila,Oposición,Oposición
Miguel_Pizarro,https://twitter.com/Miguel_Pizarro,Oposición,Oposición
adrianadelia,https://twitter.com/adrianadelia,Oposición,Oposición
RafaelDGuzmanR,https://twitter.com/RafaelDGuzmanR,Oposición,Oposición
JuanRequesens,https://twitter.com/JuanRequesens,Oposición,Oposición
SergioVergaraG,https://twitter.com/SergioVergaraG,Oposición,Oposición
BiagioPilieri,https://twitter.com/BiagioPilieri,Oposición,Oposición
ENRIQUEMARQUEZP,https://twitter.com/ENRIQUEMARQUEZP,Oposición,Oposición
OmarBarbozaDip,https://twitter.com/OmarBarbozaDip,Oposición,Oposición
JuanPGuanipa,https://twitter.com/JuanPGuanipa,Oposición,Oposición
TomasGuanipa,https://twitter.com/TomasGuanipa,Oposición,Oposición
jorgemillant,https://twitter.com/jorgemillant,Oposición,Oposición
LiborioGuarulla,https://twitter.com/LiborioGuarulla,Oposición,Oposición
hfsalasromer,https://twitter.com/hfsalasromer,Oposición,Oposición
HenriFalconLara,https://twitter.com/HenriFalconLara,Oposición,Oposición
alcaldeledezma,https://twitter.com/alcaldeledezma,Oposición,Oposición
CarlosOcariz,https://twitter.com/CarlosOcariz,Oposición,Oposición
ramonmuchacho,https://twitter.com/ramonmuchacho,Oposición,Oposición
GerardoBlyde,https://twitter.com/GerardoBlyde,Oposición,Oposición
dsmolansky,https://twitter.com/dsmolansky,Oposición,Oposición
Diego_Arria,https://twitter.com/Diego_Arria,Oposición,Oposición
elcitizen,https://twitter.com/elcitizen,Oposición,Oposición
NituPerez,https://twitter.com/NituPerez,Oposición,Oposición
rpiconh,https://twitter.com/rpiconh,Oposición,Oposición
simoncalzadilla,https://twitter.com/simoncalzadilla,Oposición,Oposición
LuisFlorido,https://twitter.com/LuisFlorido,Oposición,Oposición
jguaido,https://twitter.com/jguaido,Oposición,Oposición
ArmandoArmas,https://twitter.com/ArmandoArmas,Oposición,Oposición
CarlosPaparoni,https://twitter.com/CarlosPaparoni,Oposición,Oposición
JuanMMatheus,https://twitter.com/JuanMMatheus,Oposición,Oposición
gabyarellanoVE,https://twitter.com/gabyarellanoVE,Oposición,Oposición
TinedoGuiaalCNP,https://twitter.com/TinedoGuiaalCNP,Oposición,Oposición
AngelOropeza182,https://twitter.com/AngelOropeza182,Oposición,Oposición
juliocmontoya,https://twitter.com/juliocmontoya,Oposición,Oposición
PabloPerezOf,https://twitter.com/PabloPerezOf,Oposición,Oposición
leotwiteando,https://twitter.com/leotwiteando,Chavista,Chavista
hildamarcm,https://twitter.com/hildamarcm,Chavista,Chavista
albersi,https://twitter.com/albersi,Chavista,Chavista
sofigom049,https://twitter.com/sofigom049,Chavista,Chavista
tetetlauron,https://twitter.com/tetetlauron,Ninguno,Ninguno
ROBERTSERRA_ANZ,https://twitter.com/ROBERTSERRA_ANZ,Chavista,Chavista
nagp90,https://twitter.com/nagp90,Oposición,Oposición
Mdla28De,https://twitter.com/Mdla28De,Chavista,Chavista
RedSocialista_,https://twitter.com/RedSocialista_,Chavista,Chavista
RosaAlizo,https://twitter.com/RosaAlizo,Chavista,Chavista
ffm_oficial,https://twitter.com/ffm_oficial,Chavista,Chavista
AbuelaTuna,https://twitter.com/AbuelaTuna,Chavista,Chavista
MujeresDeVargas,https://twitter.com/MujeresDeVargas,Chavista,Chavista
mariacastilloo8,https://twitter.com/mariacastilloo8,Chavista,Chavista
erlispalm,https://twitter.com/erlispalm,Ninguno,Ninguno
queralesrafa01,https://twitter.com/queralesrafa01,Chavista,Chavista
LaVozdeMacarao,https://twitter.com/LaVozdeMacarao,Chavista,Chavista
Luisantonia,https://twitter.com/Luisantonia,Chavista,Chavista
bozajs1907,https://twitter.com/bozajs1907,Chavista,Chavista
jraulhernandezi,https://twitter.com/jraulhernandezi,Oposición,Oposición
riosche,https://twitter.com/riosche,Chavista,Chavista
mlucia3022,https://twitter.com/mlucia3022,Chavista,Chavista
IrisPoppinghaus,https://twitter.com/IrisPoppinghaus,Oposición,Oposición
PrietoNellmary,https://twitter.com/PrietoNellmary,Chavista,Chavista
jormannufe,https://twitter.com/jormannufe,Chavista,Chavista
elnuevo69,https://twitter.com/elnuevo69,Oposición,Oposición
Navascity,https://twitter.com/Navascity,Chavista,Chavista
aixacrudo,https://twitter.com/aixacrudo,Ninguno,Ninguno
lnr60,https://twitter.com/lnr60,Chavista,Chavista
PatriqueLima,https://twitter.com/PatriqueLima,Ninguno,Ninguno
Lanzandomiflor,https://twitter.com/Lanzandomiflor,Chavista,Chavista
RaimundoBriceno,https://twitter.com/RaimundoBriceno,Chavista,Chavista
ArcidesInfante,https://twitter.com/ArcidesInfante,Chavista,Chavista
Bemybluewings,https://twitter.com/Bemybluewings,Ninguno,Ninguno
Marticacuba,https://twitter.com/Marticacuba,Chavista,Chavista
saludpsiangel,https://twitter.com/saludpsiangel,Chavista,Chavista
salasjose7226,https://twitter.com/salasjose7226,Chavista,Chavista
vzlarevolution,https://twitter.com/vzlarevolution,Chavista,Chavista
domroberto,https://twitter.com/domroberto,Chavista,Chavista
todopueblo,https://twitter.com/todopueblo,Chavista,Chavista
Camarada35,https://twitter.com/Camarada35,Chavista,Chavista
FDavid_,https://twitter.com/FDavid_,Oposición,Oposición
Dantor_8613,https://twitter.com/Dantor_8613,Chavista,Chavista
LucasIturres98,https://twitter.com/LucasIturres98,Ninguno,Ninguno
VerdeGermanSRT,https://twitter.com/VerdeGermanSRT,Ninguno,Ninguno
BolipuertosEB,https://twitter.com/BolipuertosEB,Chavista,Chavista
PalabradeChavez,https://twitter.com/PalabradeChavez,Chavista,Chavista
RICARDOJVS,https://twitter.com/RICARDOJVS,Chavista,Chavista
SATELITEDELI,https://twitter.com/SATELITEDELI,Chavista,Chavista
rebewill,https://twitter.com/rebewill,Chavista,Chavista
ArmandoTMdz,https://twitter.com/ArmandoTMdz,Chavista,Chavista
badell213,https://twitter.com/badell213,Chavista,Chavista
yhjady,https://twitter.com/yhjady,Chavista,Chavista
FlorFM907,https://twitter.com/FlorFM907,Chavista,Chavista
miguel_useche,https://twitter.com/miguel_useche,Oposición,Oposición
TonyParley,https://twitter.com/TonyParley,Ninguno,Ninguno
redonamerida,https://twitter.com/redonamerida,Chavista,Chavista
punchiluppyjose,https://twitter.com/punchiluppyjose,Chavista,Chavista
loliquijana,https://twitter.com/loliquijana,Chavista,Chavista
DIR_IAPOLEBNE,https://twitter.com/DIR_IAPOLEBNE,Chavista,Chavista
Amilcar345,https://twitter.com/Amilcar345,Ninguno,Ninguno
katy34jfg,https://twitter.com/katy34jfg,Chavista,Chavista
Marialfonzo_,https://twitter.com/Marialfonzo_,Chavista,Chavista
jmgolindano,https://twitter.com/jmgolindano,Chavista,Chavista
yolandafgomez,https://twitter.com/yolandafgomez,Chavista,Chavista
danielvozmarca,https://twitter.com/danielvozmarca,Ninguno,Ninguno
PULALEX,https://twitter.com/PULALEX,Chavista,Chavista
max_arlekin,https://twitter.com/max_arlekin,Chavista,Chavista
psuvcapinel,https://twitter.com/psuvcapinel,Chavista,Chavista
angelesdeabril,https://twitter.com/angelesdeabril,Chavista,Chavista
srabellayfeliz,https://twitter.com/srabellayfeliz,Chavista,Chavista
andreserranito,https://twitter.com/andreserranito,Chavista,Chavista
colordeltiempo,https://twitter.com/colordeltiempo,Oposición,Oposición
naciracamero,https://twitter.com/naciracamero,Ninguno,Ninguno
fcreadoresm,https://twitter.com/fcreadoresm,Chavista,Chavista
insaisocioand3,https://twitter.com/insaisocioand3,Chavista,Chavista
MoisesEnLinea,https://twitter.com/MoisesEnLinea,Chavista,Chavista
Tomas_PSUV,https://twitter.com/Tomas_PSUV,Chavista,Chavista
Betodetoma,https://twitter.com/Betodetoma,Chavista,Chavista
lmcimadevilla,https://twitter.com/lmcimadevilla,Oposición,Oposición
arpon718,https://twitter.com/arpon718,Chavista,Chavista
ejmcv,https://twitter.com/ejmcv,Chavista,Chavista
LinaresGioandre,https://twitter.com/LinaresGioandre,Chavista,Chavista
ddhhsucre1,https://twitter.com/ddhhsucre1,Chavista,Chavista
laquehablaclaro,https://twitter.com/laquehablaclaro,Chavista,Chavista
luisjimenezg,https://twitter.com/luisjimenezg,Oposición,Oposición
yennyrejesed1,https://twitter.com/yennyrejesed1,Chavista,Chavista
angelitovar,https://twitter.com/angelitovar,Chavista,Chavista
ileanaypunto,https://twitter.com/ileanaypunto,Chavista,Chavista
MairyVillarroel,https://twitter.com/MairyVillarroel,Oposición,Oposición
AlejandroIPASME,https://twitter.com/AlejandroIPASME,Chavista,Chavista
arroyoedgar10,https://twitter.com/arroyoedgar10,Chavista,Chavista
Im_Socialist,https://twitter.com/Im_Socialist,Chavista,Chavista
antoraface,https://twitter.com/antoraface,Chavista,Chavista
mjprsaragua,https://twitter.com/mjprsaragua,Chavista,Chavista
EllaMandragora,https://twitter.com/EllaMandragora,Chavista,Chavista
elnegrojulio,https://twitter.com/elnegrojulio,Ninguno,Ninguno
AliexerV,https://twitter.com/AliexerV,Chavista,Chavista
rpkampuchea,https://twitter.com/rpkampuchea,Chavista,Chavista
JulioBorjesPJus,https://twitter.com/JulioBorjesPJus,Chavista,Chavista
gustaury,https://twitter.com/gustaury,Chavista,Chavista
stell35,https://twitter.com/stell35,Ninguno,Ninguno
jeoffreyali,https://twitter.com/jeoffreyali,Chavista,Chavista
CharmeAlexandre,https://twitter.com/CharmeAlexandre,Oposición,Oposición
lirixi,https://twitter.com/lirixi,Chavista,Chavista
RaudelRoque,https://twitter.com/RaudelRoque,Chavista,Chavista
KennyDesiree,https://twitter.com/KennyDesiree,Chavista,Chavista
Samariluz13,https://twitter.com/Samariluz13,Oposición,Oposición
Yanethcgp,https://twitter.com/Yanethcgp,Chavista,Chavista
cruzreych,https://twitter.com/cruzreych,Chavista,Chavista
CcsConJorge,https://twitter.com/CcsConJorge,Chavista,Chavista
Emiliroja,https://twitter.com/Emiliroja,Chavista,Chavista
DANIEL_BOLIVARP,https://twitter.com/DANIEL_BOLIVARP,Chavista,Chavista
estanislaograci,https://twitter.com/estanislaograci,Chavista,Chavista
Santos_R_,https://twitter.com/Santos_R_,Chavista,Chavista
fakuston22,https://twitter.com/fakuston22,Chavista,Chavista
cirmilAPURE,https://twitter.com/cirmilAPURE,Chavista,Chavista
AvilatvSuena,https://twitter.com/AvilatvSuena,Chavista,Chavista
JorgeOsorioGran,https://twitter.com/JorgeOsorioGran,Chavista,Chavista
zulymolina,https://twitter.com/zulymolina,Chavista,Chavista
gatotrueno_u,https://twitter.com/gatotrueno_u,Chavista,Chavista
merioconvos,https://twitter.com/merioconvos,Chavista,Chavista
Anirak1812,https://twitter.com/Anirak1812,Chavista,Chavista
106PDVSAFm,https://twitter.com/106PDVSAFm,Chavista,Chavista
coti_antonio,https://twitter.com/coti_antonio,Chavista,Chavista
Masquesinforosa,https://twitter.com/Masquesinforosa,Chavista,Chavista
batallon51truj,https://twitter.com/batallon51truj,Chavista,Chavista
equilibriolegal,https://twitter.com/equilibriolegal,Chavista,Chavista
Assad__14,https://twitter.com/Assad__14,Ninguno,Ninguno
lhleons,https://twitter.com/lhleons,Chavista,Chavista
DragonRed44,https://twitter.com/DragonRed44,Chavista,Chavista
netgcandanga,https://twitter.com/netgcandanga,Chavista,Chavista
ani_atagua,https://twitter.com/ani_atagua,Chavista,Chavista
rasapasil,https://twitter.com/rasapasil,Chavista,Chavista
estrellavRoja,https://twitter.com/estrellavRoja,Chavista,Chavista
artillerovalera,https://twitter.com/artillerovalera,Chavista,Chavista
PATARUCOKING,https://twitter.com/PATARUCOKING,Chavista,Chavista
avaldiviacuba,https://twitter.com/avaldiviacuba,Chavista,Chavista
sorainel_c,https://twitter.com/sorainel_c,Chavista,Chavista
apontecoronel,https://twitter.com/apontecoronel,Chavista,Chavista
wantoncita,https://twitter.com/wantoncita,Chavista,Chavista
RSuarez2411,https://twitter.com/RSuarez2411,Chavista,Chavista
Debo_Rios,https://twitter.com/Debo_Rios,Chavista,Chavista
garciasantiago,https://twitter.com/garciasantiago,Oposición,Oposición
MarencoLais,https://twitter.com/MarencoLais,Chavista,Chavista
PedroPadrino2,https://twitter.com/PedroPadrino2,Chavista,Chavista
chavarriana,https://twitter.com/chavarriana,Chavista,Chavista
ceup_zez,https://twitter.com/ceup_zez,Chavista,Chavista
ArizZPersonaje,https://twitter.com/ArizZPersonaje,Chavista,Chavista
lopesaura NatGeo,https://twitter.com/lopesaura NatGeo,Oposición,Oposición
Nuerlis18,https://twitter.com/Nuerlis18,Chavista,Chavista
Robinson_Mir,https://twitter.com/Robinson_Mir,Chavista,Chavista
Jose_Gonzalez02,https://twitter.com/Jose_Gonzalez02,Chavista,Chavista
NOTICHAVISTA4,https://twitter.com/NOTICHAVISTA4,Chavista,Chavista
JavierHuertaF,https://twitter.com/JavierHuertaF,Chavista,Chavista
CarlosGarzon_1,https://twitter.com/CarlosGarzon_1,Chavista,Chavista
Aracelislorenzo,https://twitter.com/Aracelislorenzo,Ninguno,Ninguno
carpezatboedo,https://twitter.com/carpezatboedo,Chavista,Chavista
JavierMolinaG,https://twitter.com/JavierMolinaG,Ninguno,Ninguno
MisionRibasCoj,https://twitter.com/MisionRibasCoj,Chavista,Chavista
rerm2,https://twitter.com/rerm2,Chavista,Chavista
MBF_LasCocuizas,https://twitter.com/MBF_LasCocuizas,Chavista,Chavista
CarlosMusicLive,https://twitter.com/CarlosMusicLive,Chavista,Chavista
VaillantBeatriz,https://twitter.com/VaillantBeatriz,Chavista,Chavista
JR_Anzoategui,https://twitter.com/JR_Anzoategui,Chavista,Chavista
saaronos,https://twitter.com/saaronos,Oposición,Oposición
BrachoSaid,https://twitter.com/BrachoSaid,Chavista,Chavista
danieldediaz,https://twitter.com/danieldediaz,Oposición,Ninguno
GrowUPeople,https://twitter.com/GrowUPeople,Chavista,Chavista
rossiekch,https://twitter.com/rossiekch,Chavista,Chavista
Alebonda,https://twitter.com/Alebonda,Chavista,Chavista
terminalheres,https://twitter.com/terminalheres,Chavista,Chavista
ayalarevolucion,https://twitter.com/ayalarevolucion,Chavista,Chavista
Mision_Milagro,https://twitter.com/Mision_Milagro,Chavista,Chavista
luisolmedoyunko,https://twitter.com/luisolmedoyunko,Chavista,Chavista
TachiraProcu,https://twitter.com/TachiraProcu,Chavista,Chavista
EsteEsAlejandro,https://twitter.com/EsteEsAlejandro,Oposición,Oposición
SaritaLaRavelo,https://twitter.com/SaritaLaRavelo,Oposición,Oposición
PsuvPeriodista1,https://twitter.com/PsuvPeriodista1,Chavista,Chavista
comunamadre2_0,https://twitter.com/comunamadre2_0,Chavista,Chavista
EnLaMiraTeTengo,https://twitter.com/EnLaMiraTeTengo,Chavista,Chavista
loloparedes,https://twitter.com/loloparedes,Chavista,Chavista
AucaenCayohueso,https://twitter.com/AucaenCayohueso,Chavista,Chavista
ADI411CATIA,https://twitter.com/ADI411CATIA,Chavista,Chavista
FSULSONA,https://twitter.com/FSULSONA,Ninguno,Ninguno
Abel_xx,https://twitter.com/Abel_xx,Chavista,Chavista
procuraduriayar,https://twitter.com/procuraduriayar,Chavista,Chavista
benitezluz5221,https://twitter.com/benitezluz5221,Chavista,Chavista
andrealowe_,https://twitter.com/andrealowe_,Ninguno,Ninguno
UnamujerFalcon,https://twitter.com/UnamujerFalcon,Chavista,Chavista
Vhzg15,https://twitter.com/Vhzg15,Chavista,Chavista
olcema,https://twitter.com/olcema,Chavista,Chavista
combatientes20,https://twitter.com/combatientes20,Chavista,Chavista
graberner,https://twitter.com/graberner,Chavista,Chavista
Psuv_Lagunillas,https://twitter.com/Psuv_Lagunillas,Chavista,Chavista
sortopia,https://twitter.com/sortopia,Chavista,Chavista
renebarros89,https://twitter.com/renebarros89,Chavista,Chavista
LeonteCarruyo,https://twitter.com/LeonteCarruyo,Chavista,Chavista
campesinopatria,https://twitter.com/campesinopatria,Chavista,Chavista
AduanaPtocabell,https://twitter.com/AduanaPtocabell,Chavista,Chavista
felixcamacaro,https://twitter.com/felixcamacaro,Chavista,Chavista
canaloc,https://twitter.com/canaloc,Chavista,Chavista
ritchmontilla,https://twitter.com/ritchmontilla,Oposición,Oposición
FrankmanuelG,https://twitter.com/FrankmanuelG,Chavista,Chavista
irizbel,https://twitter.com/irizbel,Chavista,Chavista
PMolavarria,https://twitter.com/PMolavarria,Chavista,Chavista
AntonioHerrada1,https://twitter.com/AntonioHerrada1,Chavista,Chavista
jrzambranop,https://twitter.com/jrzambranop,Chavista,Chavista
PyResisteMadrid,https://twitter.com/PyResisteMadrid,Chavista,Chavista
sundde_ve,https://twitter.com/sundde_ve,Chavista,Chavista
Atlantico145,https://twitter.com/Atlantico145,Chavista,Chavista
DanieloJPSUV,https://twitter.com/DanieloJPSUV,Chavista,Chavista
LuisGer705,https://twitter.com/LuisGer705,Chavista,Chavista
juako2001,https://twitter.com/juako2001,Chavista,Chavista
FloraMendoza,https://twitter.com/FloraMendoza,Chavista,Chavista
ottoaaron,https://twitter.com/ottoaaron,Chavista,Chavista
hidrollanos1,https://twitter.com/hidrollanos1,Chavista,Chavista
CamaradaFuser,https://twitter.com/CamaradaFuser,Chavista,Chavista
pinfantea,https://twitter.com/pinfantea,Chavista,Chavista
Martinez20Yesi,https://twitter.com/Martinez20Yesi,Ninguno,Ninguno
JJTheBlack03,https://twitter.com/JJTheBlack03,Chavista,Chavista
prensaccs_ubv,https://twitter.com/prensaccs_ubv,Chavista,Chavista
j14monteto,https://twitter.com/j14monteto,Chavista,Chavista
MariaJosParraG2,https://twitter.com/MariaJosParraG2,Chavista,Chavista
BlanPatri,https://twitter.com/BlanPatri,Chavista,Chavista
FUNDAIMAGEN1,https://twitter.com/FUNDAIMAGEN1,Chavista,Chavista
cucugt1,https://twitter.com/cucugt1,Oposición,Oposición
meyerjm1,https://twitter.com/meyerjm1,Chavista,Chavista
SOY_PROLETARIA,https://twitter.com/SOY_PROLETARIA,Chavista,Chavista
IvanDarioDuque,https://twitter.com/IvanDarioDuque,Chavista,Chavista
pdibacco,https://twitter.com/pdibacco,Chavista,Chavista
JAQUELINLIRA,https://twitter.com/JAQUELINLIRA,Chavista,Chavista
JCMAVILA1984,https://twitter.com/JCMAVILA1984,Chavista,Chavista
Frankcubarp,https://twitter.com/Frankcubarp,Chavista,Chavista
difrancobastida,https://twitter.com/difrancobastida,Chavista,Chavista
Integ812,https://twitter.com/Integ812,Chavista,Chavista
Yo_Erastria,https://twitter.com/Yo_Erastria,Chavista,Chavista
magabynp1,https://twitter.com/magabynp1,Chavista,Chavista
ClapCordoba,https://twitter.com/ClapCordoba,Chavista,Chavista
enrike301,https://twitter.com/enrike301,Chavista,Chavista
earmasVE,https://twitter.com/earmasVE,Chavista,Chavista
RAQUELSARAI17,https://twitter.com/RAQUELSARAI17,Chavista,Chavista
EmbaCubaNorueg,https://twitter.com/EmbaCubaNorueg,Chavista,Chavista
DEIRCHER,https://twitter.com/DEIRCHER,Chavista,Chavista
BettyRivas1956,https://twitter.com/BettyRivas1956,Chavista,Chavista
rubencorredor,https://twitter.com/rubencorredor,Chavista,Chavista
Alcaldia_Sucre,https://twitter.com/Alcaldia_Sucre,Chavista,Chavista
LJRodriguezR,https://twitter.com/LJRodriguezR,Oposición,Oposición
explosivayclara,https://twitter.com/explosivayclara,Chavista,Chavista
