User,Link,Clasificador1,Clasificador2,Clasificador3
keysfuenmayor,https://twitter.com/keysfuenmayor,Oposición,Oposición,Oposición
KarlysVen,https://twitter.com/KarlysVen,Oposición,Oposición,Oposición
marielSiviglia,https://twitter.com/marielSiviglia,Ninguno,Ninguno,Ninguno
DrSantangelo,https://twitter.com/DrSantangelo,Oposición,Oposición,Oposición
frank3643940,https://twitter.com/frank3643940,Oposición,Oposición,Oposición
MarifeSocial,https://twitter.com/MarifeSocial,Oposición,Oposición,Oposición
VeroRRY,https://twitter.com/VeroRRY,Ninguno,Oposición,Ninguno
selennaVare,https://twitter.com/selennaVare,Oposición,Oposición,Oposición
retioCCS,https://twitter.com/retioCCS,Ninguno,Ninguno,Ninguno
lbsm40,https://twitter.com/lbsm40,Oposición,Oposición,Oposición
MorenoKei,https://twitter.com/MorenoKei,Oposición,Oposición,Oposición
miamiunitedfc,https://twitter.com/miamiunitedfc,Ninguno,Ninguno,Ninguno
maybeGm05,https://twitter.com/maybeGm05,Ninguno,Ninguno,Ninguno
Frcabogado,https://twitter.com/Frcabogado,Oposición,Oposición,Oposición
ElBlogiante,https://twitter.com/ElBlogiante,Ninguno,Ninguno,Ninguno
erikaalastre,https://twitter.com/erikaalastre,Oposición,Oposición,Oposición
RayDream29,https://twitter.com/RayDream29,Ninguno,Ninguno,Ninguno
Yoseyma_1D,https://twitter.com/Yoseyma_1D,Ninguno,Ninguno,Ninguno
Villas1000luis,https://twitter.com/Villas1000luis,Oposición,Oposición,Oposición
oldlewis60,https://twitter.com/oldlewis60,Oposición,Oposición,Oposición
vanessamariana,https://twitter.com/vanessamariana,Oposición,Oposición,Oposición
realyoly,https://twitter.com/realyoly,Oposición,Oposición,Oposición
Panamaniac122,https://twitter.com/Panamaniac122,Ninguno,Ninguno,Ninguno
jernestolisboam,https://twitter.com/jernestolisboam,Oposición,Oposición,Oposición
Maviluc,https://twitter.com/Maviluc,Oposición,Oposición,Oposición
DENNYARG,https://twitter.com/DENNYARG,Ninguno,Ninguno,Ninguno
Mayer_05,https://twitter.com/Mayer_05,Oposición,Oposición,Oposición
yosoyinesita,https://twitter.com/yosoyinesita,Oposición,Oposición,Oposición
Rebecaulloa4,https://twitter.com/Rebecaulloa4,Oposición,Oposición,Oposición
UniActivist1,https://twitter.com/UniActivist1,Ninguno,Oposición,Ninguno
MariliCancio,https://twitter.com/MariliCancio,Oposición,Oposición,Oposición
rafaelreg2,https://twitter.com/rafaelreg2,Oposición,Oposición,Oposición
carlosarevilla,https://twitter.com/carlosarevilla,Oposición,Oposición,Oposición
CarlosDini3,https://twitter.com/CarlosDini3,Oposición,Oposición,Oposición
NelsymarTorres,https://twitter.com/NelsymarTorres,Oposición,Oposición,Oposición
nancyviverosn,https://twitter.com/nancyviverosn,Ninguno,Oposición,Oposición
adameshernandez,https://twitter.com/adameshernandez,Oposición,Oposición,Oposición
zairita7,https://twitter.com/zairita7,Oposición,Oposición,Oposición
annezanders,https://twitter.com/annezanders,Oposición,Oposición,Oposición
Richard18684746,https://twitter.com/Richard18684746,Oposición,Oposición,Oposición
rjruogers,https://twitter.com/rjruogers,Ninguno,Ninguno,Ninguno
la_ina7,https://twitter.com/la_ina7,Oposición,Oposición,Oposición
carobelandria,https://twitter.com/carobelandria,Oposición,Oposición,Oposición
JesusFragozo,https://twitter.com/JesusFragozo,Ninguno,Ninguno,Ninguno
ChrisssMerly,https://twitter.com/ChrisssMerly,Ninguno,Ninguno,Ninguno
lamachin78,https://twitter.com/lamachin78,Oposición,Oposición,Oposición
solcire_wicca,https://twitter.com/solcire_wicca,Oposición,Oposición,Oposición
neyelpeso,https://twitter.com/neyelpeso,Ninguno,Ninguno,Ninguno
angelivandl,https://twitter.com/angelivandl,Ninguno,Oposición,Ninguno
mvrogers,https://twitter.com/mvrogers,Oposición,Oposición,Oposición
nadia_makk,https://twitter.com/nadia_makk,Ninguno,Oposición,Ninguno
ichamo_g,https://twitter.com/ichamo_g,Ninguno,Ninguno,Ninguno
CARLOSMMATERAN1,https://twitter.com/CARLOSMMATERAN1,Oposición,Oposición,Oposición
jenikg17,https://twitter.com/jenikg17,Oposición,Oposición,Oposición
scluiyi,https://twitter.com/scluiyi,Oposición,Oposición,Oposición
blackgio_,https://twitter.com/blackgio_,Oposición,Oposición,Oposición
JesusMHD,https://twitter.com/JesusMHD,Oposición,Oposición,Oposición
COMUNICATE1,https://twitter.com/COMUNICATE1,Oposición,Oposición,Oposición
soytuvozvzla,https://twitter.com/soytuvozvzla,Oposición,Oposición,Oposición
ValeriaQuiaro,https://twitter.com/ValeriaQuiaro,Oposición,Oposición,Oposición
fuerzayfeve,https://twitter.com/fuerzayfeve,Oposición,Oposición,Oposición
CristopherCruz8,https://twitter.com/CristopherCruz8,Ninguno,Ninguno,Ninguno
03RAVGuerrera12,https://twitter.com/03RAVGuerrera12,Oposición,Oposición,Oposición
rcamacar,https://twitter.com/rcamacar,Ninguno,Oposición,Ninguno
selalovera,https://twitter.com/selalovera,Ninguno,Oposición,Ninguno
MIAMI_2017,https://twitter.com/MIAMI_2017,Ninguno,Ninguno,Ninguno
Saldivic,https://twitter.com/Saldivic,Ninguno,Ninguno,Ninguno
AmayaFredmy19,https://twitter.com/AmayaFredmy19,Oposición,Oposición,Oposición
YO_SOYLIBERTAD,https://twitter.com/YO_SOYLIBERTAD,Oposición,Oposición,Oposición
alcidesyrady,https://twitter.com/alcidesyrady,Ninguno,Ninguno,Ninguno
axlejazzo,https://twitter.com/axlejazzo,Ninguno,Ninguno,Ninguno
DanielAndrea01,https://twitter.com/DanielAndrea01,Oposición,Oposición,Oposición
demilu,https://twitter.com/demilu,Ninguno,Ninguno,Ninguno
Cubannator,https://twitter.com/Cubannator,Ninguno,Ninguno,Ninguno
isagilbert28,https://twitter.com/isagilbert28,Oposición,Oposición,Oposición
Anita_Cop,https://twitter.com/Anita_Cop,Oposición,Oposición,Oposición
Ale_sanchez_54,https://twitter.com/Ale_sanchez_54,Ninguno,Ninguno,Ninguno
WendyLarosa,https://twitter.com/WendyLarosa,Oposición,Oposición,Oposición
haz_lo_correcto,https://twitter.com/haz_lo_correcto,Ninguno,Ninguno,Ninguno
FialloRafael,https://twitter.com/FialloRafael,Oposición,Oposición,Oposición
Danielamm08,https://twitter.com/Danielamm08,Oposición,Oposición,Oposición
arelismreynoso,https://twitter.com/arelismreynoso,Ninguno,Ninguno,Ninguno
keytily,https://twitter.com/keytily,Oposición,Oposición,Oposición
carolain153,https://twitter.com/carolain153,Oposición,Oposición,Oposición
Barrios_Junior1,https://twitter.com/Barrios_Junior1,Ninguno,Ninguno,Ninguno
aus1969,https://twitter.com/aus1969,Oposición,Oposición,Oposición
PedroOquero,https://twitter.com/PedroOquero,Oposición,Oposición,Oposición
isagonzalez919,https://twitter.com/isagonzalez919,Oposición,Oposición,Oposición
ItsAlejandroDr,https://twitter.com/ItsAlejandroDr,Ninguno,Ninguno,Ninguno
VaneVaneMChin,https://twitter.com/VaneVaneMChin,Oposición,Oposición,Oposición
ottohoffmann,https://twitter.com/ottohoffmann,Oposición,Oposición,Oposición
RubinhoArte,https://twitter.com/RubinhoArte,Ninguno,Oposición,Ninguno
VictorDanielHC,https://twitter.com/VictorDanielHC,Oposición,Oposición,Oposición
seijasplisbeth,https://twitter.com/seijasplisbeth,Oposición,Oposición,Oposición
luchibenav,https://twitter.com/luchibenav,Oposición,Oposición,Oposición
grannyisa,https://twitter.com/grannyisa,Oposición,Oposición,Oposición
RobertLeon9,https://twitter.com/RobertLeon9,Ninguno,Ninguno,Ninguno
marianerraiz,https://twitter.com/marianerraiz,Oposición,Oposición,Oposición
Eva_Venezuela,https://twitter.com/Eva_Venezuela,Oposición,Oposición,Oposición
minimohybh,https://twitter.com/minimohybh,Oposición,Oposición,Oposición
LUZNELLYSB,https://twitter.com/LUZNELLYSB,Ninguno,Ninguno,Ninguno
rolandobriceno5,https://twitter.com/rolandobriceno5,Ninguno,Oposición,Ninguno
joannaflores91,https://twitter.com/joannaflores91,Oposición,Oposición,Oposición
FatiDeFreitas_,https://twitter.com/FatiDeFreitas_,Oposición,Oposición,Oposición
mjmulet,https://twitter.com/mjmulet,Oposición,Oposición,Oposición
AmigaColombiana,https://twitter.com/AmigaColombiana,Ninguno,Ninguno,Ninguno
kangenve,https://twitter.com/kangenve,Ninguno,Ninguno,Ninguno
CarmenMoery,https://twitter.com/CarmenMoery,Ninguno,Ninguno,Ninguno
emastromatteo,https://twitter.com/emastromatteo,Oposición,Oposición,Oposición
RANS203,https://twitter.com/RANS203,Oposición,Oposición,Oposición
huarnette,https://twitter.com/huarnette,Oposición,Oposición,Oposición
LoMasTrendyfm,https://twitter.com/LoMasTrendyfm,Ninguno,Ninguno,Ninguno
Marycastrobel,https://twitter.com/Marycastrobel,Ninguno,Ninguno,Ninguno
theGeekyBird,https://twitter.com/theGeekyBird,Ninguno,Ninguno,Ninguno
AsselandraC,https://twitter.com/AsselandraC,Ninguno,Ninguno,Ninguno
edgaralberto11,https://twitter.com/edgaralberto11,Oposición,Oposición,Oposición
jessygt79,https://twitter.com/jessygt79,Ninguno,Ninguno,Ninguno
vanegomezquiroz,https://twitter.com/vanegomezquiroz,Oposición,Oposición,Oposición
jlceggermont,https://twitter.com/jlceggermont,Ninguno,Ninguno,Ninguno
Valbuenafran,https://twitter.com/Valbuenafran,Oposición,Oposición,Oposición
CristiBaralt,https://twitter.com/CristiBaralt,Oposición,Oposición,Oposición
ecgimenezm,https://twitter.com/ecgimenezm,Oposición,Oposición,Oposición
CBlancoT,https://twitter.com/CBlancoT,Oposición,Oposición,Oposición
AEMartinez_M,https://twitter.com/AEMartinez_M,Oposición,Oposición,Oposición
lidacostamarval,https://twitter.com/lidacostamarval,Oposición,Oposición,Oposición
raydaturner,https://twitter.com/raydaturner,Ninguno,Ninguno,Ninguno
RafitaSimon,https://twitter.com/RafitaSimon,Ninguno,Ninguno,Ninguno
talentosalud,https://twitter.com/talentosalud,Ninguno,Ninguno,Ninguno
braulio_virguez,https://twitter.com/braulio_virguez,Oposición,Oposición,Oposición
_AmaliaC_,https://twitter.com/_AmaliaC_,Oposición,Oposición,Oposición
rocy1701,https://twitter.com/rocy1701,Oposición,Oposición,Oposición
marialilb,https://twitter.com/marialilb,Ninguno,Ninguno,Ninguno
Milamakeup17,https://twitter.com/Milamakeup17,Ninguno,Oposición,Ninguno
goldtwittee,https://twitter.com/goldtwittee,Ninguno,Ninguno,Ninguno
angelicamaytin,https://twitter.com/angelicamaytin,Ninguno,Ninguno,Ninguno
mserranocaa,https://twitter.com/mserranocaa,Oposición,Oposición,Oposición
barbarosky,https://twitter.com/barbarosky,Oposición,Oposición,Oposición
ymeira,https://twitter.com/ymeira,Oposición,Oposición,Oposición
Bladimiruiz,https://twitter.com/Bladimiruiz,Oposición,Oposición,Oposición
libre994,https://twitter.com/libre994,Oposición,Oposición,Oposición
HUMMELC81,https://twitter.com/HUMMELC81,Oposición,Oposición,Oposición
CAP_13,https://twitter.com/CAP_13,Oposición,Oposición,Oposición
camskypegay,https://twitter.com/camskypegay,Ninguno,Ninguno,Ninguno
julio1870,https://twitter.com/julio1870,Oposición,Oposición,Oposición
Nancy30751540,https://twitter.com/Nancy30751540,Ninguno,Ninguno,Ninguno
JPlauto,https://twitter.com/JPlauto,Ninguno,Oposición,Ninguno
MarcelaBichara,https://twitter.com/MarcelaBichara,Oposición,Oposición,Oposición
LeopoldoPatino,https://twitter.com/LeopoldoPatino,Chavista,Chavista,Chavista
ChrissASecas,https://twitter.com/ChrissASecas,Oposición,Oposición,Oposición
Ivanhoesanchez7,https://twitter.com/Ivanhoesanchez7,Ninguno,Oposición,Ninguno
JadedPolitics,https://twitter.com/JadedPolitics,Ninguno,Ninguno,Ninguno
wainerhoelzle,https://twitter.com/wainerhoelzle,Ninguno,Oposición,Ninguno
feelgreatpj,https://twitter.com/feelgreatpj,Ninguno,Ninguno,Ninguno
llopocofla,https://twitter.com/llopocofla,Oposición,Oposición,Oposición
maggiesegredo,https://twitter.com/maggiesegredo,Oposición,Oposición,Oposición
MiguelEslava20,https://twitter.com/MiguelEslava20,Oposición,Oposición,Oposición
canchica_paz,https://twitter.com/canchica_paz,Oposición,Oposición,Oposición
GCMarisela,https://twitter.com/GCMarisela,Oposición,Oposición,Oposición
ITEngineering,https://twitter.com/ITEngineering,Ninguno,Ninguno,Ninguno
annalara2011,https://twitter.com/annalara2011,Oposición,Oposición,Oposición
EBGC,https://twitter.com/EBGC,Oposición,Oposición,Oposición
BetzaSilvio,https://twitter.com/BetzaSilvio,Oposición,Oposición,Oposición
PerezSagra,https://twitter.com/PerezSagra,Oposición,Oposición,Oposición
macrimerino,https://twitter.com/macrimerino,Oposición,Oposición,Oposición
Mary_LopezD,https://twitter.com/Mary_LopezD,Oposición,Oposición,Oposición
ELBRUJOODDE,https://twitter.com/ELBRUJOODDE,Oposición,Oposición,Oposición
KettyCardenas,https://twitter.com/KettyCardenas,Oposición,Oposición,Oposición
idamiss,https://twitter.com/idamiss,Oposición,Oposición,Oposición
lparram,https://twitter.com/lparram,Oposición,Oposición,Oposición
Susanna_Susysu_,https://twitter.com/Susanna_Susysu_,Oposición,Oposición,Oposición
Hades550,https://twitter.com/Hades550,Oposición,Oposición,Oposición
DrEstella,https://twitter.com/DrEstella,Ninguno,Ninguno,Ninguno
J_H_F_R_76,https://twitter.com/J_H_F_R_76,Oposición,Oposición,Oposición
mesther_moline,https://twitter.com/mesther_moline,Oposición,Oposición,Oposición
Valgonurb,https://twitter.com/Valgonurb,Oposición,Oposición,Oposición
Lorenzojbp,https://twitter.com/Lorenzojbp,Oposición,Oposición,Oposición
EditzTorrealba,https://twitter.com/EditzTorrealba,Ninguno,Ninguno,Ninguno
Sinmordaza,https://twitter.com/Sinmordaza,Oposición,Oposición,Oposición
MJMakeupStyle,https://twitter.com/MJMakeupStyle,Oposición,Oposición,Oposición
PaoArrieta16,https://twitter.com/PaoArrieta16,Oposición,Oposición,Oposición
RebecaPazP,https://twitter.com/RebecaPazP,Oposición,Oposición,Oposición
alessandriel,https://twitter.com/alessandriel,Ninguno,Oposición,Ninguno
many251271,https://twitter.com/many251271,Ninguno,Ninguno,Ninguno
JeizzyG,https://twitter.com/JeizzyG,Oposición,Oposición,Oposición
godoy_sca,https://twitter.com/godoy_sca,Ninguno,Ninguno,Ninguno
chileeduca,https://twitter.com/chileeduca,Ninguno,Ninguno,Ninguno
ElGeorgeHarris,https://twitter.com/ElGeorgeHarris,Ninguno,Ninguno,Ninguno
radiocrista,https://twitter.com/radiocrista,Ninguno,Ninguno,Ninguno
dhartEsq,https://twitter.com/dhartEsq,Ninguno,Ninguno,Ninguno
NpMarisol,https://twitter.com/NpMarisol,Oposición,Oposición,Oposición
Joaco_045,https://twitter.com/Joaco_045,Oposición,Oposición,Oposición
Dianapmgx,https://twitter.com/Dianapmgx,Ninguno,Ninguno,Ninguno
JuanSalazarJDSP,https://twitter.com/JuanSalazarJDSP,Oposición,Oposición,Oposición
JhonFutboleiro,https://twitter.com/JhonFutboleiro,Oposición,Oposición,Oposición
Arelysbe,https://twitter.com/Arelysbe,Oposición,Oposición,Oposición
leonifer,https://twitter.com/leonifer,Oposición,Oposición,Oposición
Davidisidente,https://twitter.com/Davidisidente,Oposición,Oposición,Oposición
planeta_42802,https://twitter.com/planeta_42802,Oposición,Oposición,Oposición
maferguimo,https://twitter.com/maferguimo,Ninguno,Oposición,Oposición
Ninorl,https://twitter.com/Ninorl,Ninguno,Ninguno,Ninguno
ajramirez22,https://twitter.com/ajramirez22,Oposición,Oposición,Oposición
LiliamAcostaG,https://twitter.com/LiliamAcostaG,Oposición,Oposición,Oposición
FueraRegimen,https://twitter.com/FueraRegimen,Oposición,Oposición,Oposición
sanmail0,https://twitter.com/sanmail0,Oposición,Oposición,Oposición
anlesc,https://twitter.com/anlesc,Ninguno,Oposición,Ninguno
michaelbeck,https://twitter.com/michaelbeck,Ninguno,Ninguno,Ninguno
alejapola,https://twitter.com/alejapola,Oposición,Oposición,Oposición
anluzmor,https://twitter.com/anluzmor,Oposición,Oposición,Oposición
xvzla2009,https://twitter.com/xvzla2009,Oposición,Oposición,Oposición
pjriego,https://twitter.com/pjriego,Oposición,Oposición,Oposición
ElGuacharo,https://twitter.com/ElGuacharo,Oposición,Oposición,Oposición
claudianvs,https://twitter.com/claudianvs,Oposición,Oposición,Oposición
DoctorMiami66,https://twitter.com/DoctorMiami66,Oposición,Oposición,Oposición
MiilyMj,https://twitter.com/MiilyMj,Oposición,Oposición,Oposición
fito_salazar,https://twitter.com/fito_salazar,Oposición,Oposición,Oposición
norexiteran74,https://twitter.com/norexiteran74,Oposición,Oposición,Oposición
adrianitapr,https://twitter.com/adrianitapr,Oposición,Oposición,Oposición
laurys54,https://twitter.com/laurys54,Oposición,Oposición,Oposición
odalismarquina,https://twitter.com/odalismarquina,Oposición,Oposición,Oposición
AbrilSchreiber,https://twitter.com/AbrilSchreiber,Oposición,Oposición,Oposición
nonatibyP1,https://twitter.com/nonatibyP1,Oposición,Oposición,Oposición
luisdcao,https://twitter.com/luisdcao,Ninguno,Oposición,Ninguno
MirianGarca,https://twitter.com/MirianGarca,Oposición,Oposición,Oposición
albertoj05,https://twitter.com/albertoj05,Oposición,Oposición,Oposición
hcapriles,https://twitter.com/hcapriles,Oposición,Oposición,Oposición
MariaCorinaYA,https://twitter.com/MariaCorinaYA,Oposición,Oposición,Oposición
ChuoTorrealba,https://twitter.com/ChuoTorrealba,Oposición,Oposición,Oposición
JulioBorges,https://twitter.com/JulioBorges,Oposición,Oposición,Oposición
liliantintori,https://twitter.com/liliantintori,Oposición,Oposición,Oposición
FreddyGuevaraC,https://twitter.com/FreddyGuevaraC,Oposición,Oposición,Oposición
ismaelprogreso,https://twitter.com/ismaelprogreso,Oposición,Oposición,Oposición
joseolivaresm,https://twitter.com/joseolivaresm,Oposición,Oposición,Oposición
hramosallup,https://twitter.com/hramosallup,Oposición,Oposición,Oposición
stalin_gonzalez,https://twitter.com/stalin_gonzalez,Oposición,Oposición,Oposición
RichardBlancoOf,https://twitter.com/RichardBlancoOf,Oposición,Oposición,Oposición
JoseAGuerra,https://twitter.com/JoseAGuerra,Oposición,Oposición,Oposición
delsasolorzano,https://twitter.com/delsasolorzano,Oposición,Oposición,Oposición
Dinorahfiguera,https://twitter.com/Dinorahfiguera,Oposición,Oposición,Oposición
CEBerrizbeitia,https://twitter.com/CEBerrizbeitia,Oposición,Oposición,Oposición
williamsdavila,https://twitter.com/williamsdavila,Oposición,Oposición,Oposición
Miguel_Pizarro,https://twitter.com/Miguel_Pizarro,Oposición,Oposición,Oposición
adrianadelia,https://twitter.com/adrianadelia,Oposición,Oposición,Oposición
RafaelDGuzmanR,https://twitter.com/RafaelDGuzmanR,Oposición,Oposición,Oposición
JuanRequesens,https://twitter.com/JuanRequesens,Oposición,Oposición,Oposición
SergioVergaraG,https://twitter.com/SergioVergaraG,Oposición,Oposición,Oposición
BiagioPilieri,https://twitter.com/BiagioPilieri,Oposición,Oposición,Oposición
ENRIQUEMARQUEZP,https://twitter.com/ENRIQUEMARQUEZP,Oposición,Oposición,Oposición
OmarBarbozaDip,https://twitter.com/OmarBarbozaDip,Oposición,Oposición,Oposición
JuanPGuanipa,https://twitter.com/JuanPGuanipa,Oposición,Oposición,Oposición
TomasGuanipa,https://twitter.com/TomasGuanipa,Oposición,Oposición,Oposición
jorgemillant,https://twitter.com/jorgemillant,Oposición,Oposición,Oposición
LiborioGuarulla,https://twitter.com/LiborioGuarulla,Oposición,Oposición,Oposición
hfsalasromer,https://twitter.com/hfsalasromer,Oposición,Oposición,Oposición
HenriFalconLara,https://twitter.com/HenriFalconLara,Oposición,Oposición,Oposición
alcaldeledezma,https://twitter.com/alcaldeledezma,Oposición,Oposición,Oposición
CarlosOcariz,https://twitter.com/CarlosOcariz,Oposición,Oposición,Oposición
ramonmuchacho,https://twitter.com/ramonmuchacho,Oposición,Oposición,Oposición
GerardoBlyde,https://twitter.com/GerardoBlyde,Oposición,Oposición,Oposición
dsmolansky,https://twitter.com/dsmolansky,Oposición,Oposición,Oposición
Diego_Arria,https://twitter.com/Diego_Arria,Oposición,Oposición,Oposición
elcitizen,https://twitter.com/elcitizen,Oposición,Oposición,Oposición
NituPerez,https://twitter.com/NituPerez,Oposición,Oposición,Oposición
rpiconh,https://twitter.com/rpiconh,Oposición,Oposición,Oposición
simoncalzadilla,https://twitter.com/simoncalzadilla,Oposición,Oposición,Oposición
LuisFlorido,https://twitter.com/LuisFlorido,Oposición,Oposición,Oposición
jguaido,https://twitter.com/jguaido,Oposición,Oposición,Oposición
ArmandoArmas,https://twitter.com/ArmandoArmas,Oposición,Oposición,Oposición
CarlosPaparoni,https://twitter.com/CarlosPaparoni,Oposición,Oposición,Oposición
JuanMMatheus,https://twitter.com/JuanMMatheus,Oposición,Oposición,Oposición
gabyarellanoVE,https://twitter.com/gabyarellanoVE,Oposición,Oposición,Oposición
TinedoGuiaalCNP,https://twitter.com/TinedoGuiaalCNP,Oposición,Oposición,Oposición
AngelOropeza182,https://twitter.com/AngelOropeza182,Oposición,Oposición,Oposición
juliocmontoya,https://twitter.com/juliocmontoya,Oposición,Oposición,Oposición
PabloPerezOf,https://twitter.com/PabloPerezOf,Oposición,Oposición,Oposición
Vivianclaros,https://twitter.com/Vivianclaros,Ninguno,Ninguno,Ninguno
leotwiteando,https://twitter.com/leotwiteando,Chavista,Chavista,Chavista
hildamarcm,https://twitter.com/hildamarcm,Chavista,Chavista,Chavista
albersi,https://twitter.com/albersi,Chavista,Chavista,Chavista
sofigom049,https://twitter.com/sofigom049,Chavista,Chavista,Chavista
tetetlauron,https://twitter.com/tetetlauron,Ninguno,Oposición,Ninguno
ROBERTSERRA_ANZ,https://twitter.com/ROBERTSERRA_ANZ,Chavista,Chavista,Chavista
nagp90,https://twitter.com/nagp90,Oposición,Oposición,Oposición
Mdla28De,https://twitter.com/Mdla28De,Chavista,Chavista,Chavista
RedSocialista_,https://twitter.com/RedSocialista_,Chavista,Chavista,Chavista
RosaAlizo,https://twitter.com/RosaAlizo,Chavista,Chavista,Chavista
ffm_oficial,https://twitter.com/ffm_oficial,Chavista,Chavista,Chavista
AbuelaTuna,https://twitter.com/AbuelaTuna,Chavista,Chavista,Chavista
MujeresDeVargas,https://twitter.com/MujeresDeVargas,Chavista,Chavista,Chavista
mariacastilloo8,https://twitter.com/mariacastilloo8,Chavista,Chavista,Chavista
erlispalm,https://twitter.com/erlispalm,Ninguno,Ninguno,Ninguno
queralesrafa01,https://twitter.com/queralesrafa01,Chavista,Chavista,Chavista
LaVozdeMacarao,https://twitter.com/LaVozdeMacarao,Chavista,Chavista,Chavista
Luisantonia,https://twitter.com/Luisantonia,Chavista,Chavista,Chavista
bozajs1907,https://twitter.com/bozajs1907,Chavista,Chavista,Chavista
jraulhernandezi,https://twitter.com/jraulhernandezi,Oposición,Oposición,Oposición
riosche,https://twitter.com/riosche,Chavista,Chavista,Chavista
mlucia3022,https://twitter.com/mlucia3022,Chavista,Chavista,Chavista
IrisPoppinghaus,https://twitter.com/IrisPoppinghaus,Oposición,Oposición,Oposición
PrietoNellmary,https://twitter.com/PrietoNellmary,Chavista,Chavista,Chavista
jormannufe,https://twitter.com/jormannufe,Chavista,Chavista,Chavista
elnuevo69,https://twitter.com/elnuevo69,Oposición,Oposición,Oposición
Navascity,https://twitter.com/Navascity,Chavista,Chavista,Chavista
aixacrudo,https://twitter.com/aixacrudo,Ninguno,Ninguno,Ninguno
lnr60,https://twitter.com/lnr60,Chavista,Chavista,Chavista
PatriqueLima,https://twitter.com/PatriqueLima,Ninguno,Ninguno,Ninguno
Lanzandomiflor,https://twitter.com/Lanzandomiflor,Chavista,Chavista,Chavista
RaimundoBriceno,https://twitter.com/RaimundoBriceno,Chavista,Chavista,Chavista
ArcidesInfante,https://twitter.com/ArcidesInfante,Chavista,Chavista,Chavista
Bemybluewings,https://twitter.com/Bemybluewings,Ninguno,Ninguno,Ninguno
Marticacuba,https://twitter.com/Marticacuba,Chavista,Chavista,Chavista
saludpsiangel,https://twitter.com/saludpsiangel,Chavista,Chavista,Chavista
salasjose7226,https://twitter.com/salasjose7226,Chavista,Chavista,Chavista
vzlarevolution,https://twitter.com/vzlarevolution,Chavista,Chavista,Chavista
domroberto,https://twitter.com/domroberto,Chavista,Chavista,Chavista
todopueblo,https://twitter.com/todopueblo,Chavista,Chavista,Chavista
Camarada35,https://twitter.com/Camarada35,Chavista,Chavista,Chavista
FDavid_,https://twitter.com/FDavid_,Oposición,Oposición,Oposición
Dantor_8613,https://twitter.com/Dantor_8613,Chavista,Chavista,Chavista
LucasIturres98,https://twitter.com/LucasIturres98,Ninguno,Ninguno,Ninguno
VerdeGermanSRT,https://twitter.com/VerdeGermanSRT,Ninguno,Ninguno,Ninguno
BolipuertosEB,https://twitter.com/BolipuertosEB,Chavista,Chavista,Chavista
PalabradeChavez,https://twitter.com/PalabradeChavez,Chavista,Chavista,Chavista
RICARDOJVS,https://twitter.com/RICARDOJVS,Chavista,Chavista,Chavista
SATELITEDELI,https://twitter.com/SATELITEDELI,Chavista,Chavista,Chavista
rebewill,https://twitter.com/rebewill,Chavista,Chavista,Chavista
ArmandoTMdz,https://twitter.com/ArmandoTMdz,Chavista,Chavista,Chavista
badell213,https://twitter.com/badell213,Chavista,Chavista,Chavista
yhjady,https://twitter.com/yhjady,Chavista,Chavista,Chavista
FlorFM907,https://twitter.com/FlorFM907,Chavista,Chavista,Chavista
miguel_useche,https://twitter.com/miguel_useche,Oposición,Oposición,Oposición
TonyParley,https://twitter.com/TonyParley,Ninguno,Ninguno,Ninguno
redonamerida,https://twitter.com/redonamerida,Chavista,Chavista,Chavista
punchiluppyjose,https://twitter.com/punchiluppyjose,Chavista,Chavista,Chavista
loliquijana,https://twitter.com/loliquijana,Chavista,Chavista,Chavista
DIR_IAPOLEBNE,https://twitter.com/DIR_IAPOLEBNE,Chavista,Chavista,Chavista
Amilcar345,https://twitter.com/Amilcar345,Ninguno,Ninguno,Ninguno
katy34jfg,https://twitter.com/katy34jfg,Chavista,Chavista,Chavista
Marialfonzo_,https://twitter.com/Marialfonzo_,Chavista,Chavista,Chavista
jmgolindano,https://twitter.com/jmgolindano,Chavista,Chavista,Chavista
yolandafgomez,https://twitter.com/yolandafgomez,Chavista,Chavista,Chavista
danielvozmarca,https://twitter.com/danielvozmarca,Ninguno,Ninguno,Ninguno
PULALEX,https://twitter.com/PULALEX,Chavista,Chavista,Chavista
max_arlekin,https://twitter.com/max_arlekin,Chavista,Chavista,Chavista
psuvcapinel,https://twitter.com/psuvcapinel,Chavista,Chavista,Chavista
angelesdeabril,https://twitter.com/angelesdeabril,Chavista,Chavista,Chavista
srabellayfeliz,https://twitter.com/srabellayfeliz,Chavista,Chavista,Chavista
andreserranito,https://twitter.com/andreserranito,Chavista,Chavista,Chavista
colordeltiempo,https://twitter.com/colordeltiempo,Oposición,Oposición,Oposición
naciracamero,https://twitter.com/naciracamero,Ninguno,Ninguno,Ninguno
fcreadoresm,https://twitter.com/fcreadoresm,Chavista,Chavista,Chavista
insaisocioand3,https://twitter.com/insaisocioand3,Chavista,Chavista,Chavista
MoisesEnLinea,https://twitter.com/MoisesEnLinea,Chavista,Chavista,Chavista
Tomas_PSUV,https://twitter.com/Tomas_PSUV,Chavista,Chavista,Chavista
Betodetoma,https://twitter.com/Betodetoma,Chavista,Chavista,Chavista
lmcimadevilla,https://twitter.com/lmcimadevilla,Oposición,Oposición,Oposición
arpon718,https://twitter.com/arpon718,Chavista,Chavista,Chavista
ejmcv,https://twitter.com/ejmcv,Chavista,Chavista,Chavista
